customer_code,Sub_Type_V2,revenue
DEIC5600,RCS,514.72
DEIC5600,RPSD,2154.16
DEIC5600,RSDD,2455
DEIC5600,SAFL,192.36
DEIC5600,SAW.1,95.3
DEIC5600,SBL,821.3
DEIC5600,SCBR,92.56
DEIC5600,SPHE,820.36
DEIC5600,SWFT,1130
DEIC5600,TBK,2925
DEIC5600,TLT,2112
DEIC5600,TPB,2411.7
DEIC5600,VBFX,216.61
DEIC5600,VCCB,272.71
DEIC5600,VCWD,4665.91
DEIC5600,VMH,144.24
DEIC5600,VSPP,1081.24
DEIC5600,WBHD,525.48
DEIC5600,WLDR,818.9
DEIC5600,WTRB,1441.05
DELA8753,ABL,2370
DELA8753,AOBR,292.07
DELA8753,BRDR,194.67
DELA8753,CFG,183.34
DELA8753,CHB,207.84
DELA8753,CHSW,96.34
DELA8753,CMPR,1767.98
DELA8753,CNR,1593.24
DELA8753,CPHP,59.02
DELA8753,DSAW.1,1029.76
DELA8753,E.1,7738.75
DELA8753,E.1.1,285.86
DELA8753,GEN,218.19
DELA8753,HYCY,77.7
DELA8753,HYDM,162.32
DELA8753,LHC,156.48
DELA8753,LT,1827.06
DELA8753,MSB,2960
DELA8753,NGA,66.76
DELA8753,PC,4405.88
DELA8753,PFFT,796.95
DELA8753,RCS,2376.78
DELA8753,RPSD,33664.81
DELA8753,RSDD,1414.02
DELA8753,RSSD,18138.04
DELA8753,RTP,3631.68
DELA8753,SBL,4932.06
DELA8753,SWFT,21.6
DELA8753,TPB,5993.18
DELA8753,VALV,82.4
DELA8753,VBFX,286.56
DELA8753,VCWD,157.78
DELA8753,VMH,139.88
DELA8753,WTRB,227.81
DELU2009,AOBR,437.97
DELU2009,CMPR,1545.91
DELU2009,COOL,1299.12
DELU2009,DSAW.1,104.36
DELU2009,DUNI,28.05
DELU2009,EXTL,139
DELU2009,GEN,10933.98
DELU2009,GEN.1,2366.08
DELU2009,SA,153.55
DELU2009,SBL,1216.15
DELU2009,VBFX,55.76
DENH1027,ABL,8787
DENH1027,AOBR,108.34
DENH1027,BRDR,3211.25
DENH1027,CDS,91.46
DENH1027,CFG,1159.23
DENH1027,CHS,23.91
DENH1027,CHSW,68.24
DENH1027,CMPR,468.43
DENH1027,COOL,1365.6
DENH1027,DSAW.1,490.69
DENH1027,DUNI,572.03
DENH1027,EVBR,486.16
DENH1027,EXFA,390.44
DENH1027,GEN,2670.18
DENH1027,GEN.1,243.72
DENH1027,KB,18705.79
DENH1027,LPL,652.4
DENH1027,LT,295
DENH1027,MCFA,216.79
DENH1027,MILD,346.82
DENH1027,MSB,660
DENH1027,OXYS,487.6
DENH1027,PAH,326.31
DENH1027,PC,521.69
DENH1027,PFFT,6997.41
DENH1027,PUSM,178.98
DENH1027,PUSU,172
DENH1027,RCS,302.24
DENH1027,RSDD,1392.04
DENH1027,RTP,3879.07
DENH1027,SAWC,91.32
DENH1027,SL.1,2806.59
DENH1027,SPHE,876.47
DENH1027,SSRG,116
DENH1027,SWFT,5.75
DENH1027,TPB,4380.81
DENH1027,TRBC,116.16
DENH1027,TRTI,1142.94
DENH1027,UTE,5168.8
DENH1027,VBFX,139.48
DENH1027,VBSX,18.68
DENH1027,VCWD,889.24
DENH1027,VMH,2317.09
DENH1027,WHPR,36.21
DENH1027,WLDR,54.84
DENH1027,WSTE,4515.15
DENH1027,WTRB,3856.23
DESA8983,BRDR,543.27
DESA8983,CNR,856.8
DESA8983,EA,104.92
DESA8983,EF,35.1
DESA8983,GEN,215
DESA8983,KB,624.06
DESA8983,PSF,363.79
DESA8983,SA,1447.29
DESA8983,SF,231.66
DESA8983,SFTY,46.11
DESA8983,SL.1,21243.97
DESA8983,TM,150
DESA8983,TRFU,159.02
DESA8983,TW,2119.81
DESA8983,VCCL,454.88
DESA8983,VCWD,331.2
DESA8983,WLCS,1719.69
DGRO1973,BRDR,149.54
DGRO1973,CFG,199.06
DGRO1973,CMPR,92.3
DGRO1973,CMPR.1.1,34.45
DGRO1973,DG7,650
DGRO1973,DSAW.1,502.32
DGRO1973,DUNI,600.04
DGRO1973,E.1.1,7373.06
DGRO1973,EXFA,42.82
DGRO1973,GEN,443.04
DGRO1973,GEN.1,338
DGRO1973,HDGE,37.6
DGRO1973,KB,1207.25
DGRO1973,LMWR,59.2
DGRO1973,LT,192.7
DGRO1973,OVA,52.08
DGRO1973,PC,1356.74
DGRO1973,PHD,80
DGRO1973,PUSM,3854.25
DGRO1973,PUSU,318.08
DGRO1973,RCS,4146.34
DGRO1973,RPSD,39659.77
DGRO1973,RSDD,41595.01
DGRO1973,RSSD,3534.3
DGRO1973,RTP,5007.64
DGRO1973,SBF,60
DGRO1973,SBL,324.76
DGRO1973,SL.1,2542.4
DGRO1973,SPHE,367.95
DGRO1973,SSL,390.93
DGRO1973,TPB,704.73
DGRO1973,TPG,10074
DGRO1973,TW,3012.1
DGRO1973,VSPP,156.12
DGRO1973,WC,4976.5
DGRO1973,WTRB,984.9
DGRO8407,BRDR,40.95
DGRO8407,CFG,115.7
DGRO8407,CUU,211.6
DGRO8407,DG7,1863.75
DGRO8407,DSAW.1,299.94
DGRO8407,E.1.1,2046.3
DGRO8407,GEN,40.95
DGRO8407,KB,1000
DGRO8407,MCFA,1459.22
DGRO8407,OVA,92
DGRO8407,PC,88.08
DGRO8407,RCS,2423.93
DGRO8407,RPSD,8339.89
DGRO8407,RSDD,7098.2
DGRO8407,RSSD,7400
DGRO8407,RTP,2390.01
DGRO8407,SBL,250
DGRO8407,SL.1,5471.58
DGRO8407,TPG,614
DGRO8407,TRTI,446.46
DGRO8407,TW,1990.13
DGRO8407,VTP,588.8
DHHO6000,AD.1,428.3
DHHO6000,AOBR,51.96
DHHO6000,CMPR,183.75
DHHO6000,CNR,216
DHHO6000,E.1.1,1280.8
DHHO6000,GRNP,67.88
DHHO6000,KB,84979.48
DHHO6000,LT,3810.78
DHHO6000,SBL,2755.92
DHHO6000,TM,5663.38
DIAL0094,ARW,60903.66
DIAL0094,DRLH,350.51
DIAL0094,LT,20089.28
DIAL0094,MSB,10841.06
DIAL0094,NOLT,979
DIAL0094,TLI,5029.3
DIAL0094,TPB,1082.54
DIAL0094,TRFB,3418.2
DIAL0094,TRTI,5222.16
DIAL0094,UTE,6299.36
DIAL1000,AOBR,204.65
DIAL1000,BRDR,291.87
DIAL1000,CMPR,735.7
DIAL1000,DSAW.1,734.73
DIAL1000,DUNI,227.4
DIAL1000,E.1.1,19195.2
DIAL1000,GEN.1,1300
DIAL1000,KB,3636.87
DIAL1000,PLTT,276.36
DIAL1000,PUSL,2143.02
DIAL1000,PUSM,409.85
DIAL1000,PUSU,55.8
DIAL1000,RCS,672.03
DIAL1000,RPSD,13935.73
DIAL1000,RSDD,745.83
DIAL1000,RSSD,1530.61
DIAL1000,TRTI,2543.51
DIAL1000,VSPP,208.48
DIAL1000,WHPR,126
DIAL1000,WL,2940
DILL6000,ABL,2330.13
DILL6000,BRDR,1861.55
DILL6000,CDS,313.54
DILL6000,CFG,145.45
DILL6000,CPTD,193.95
DILL6000,DSAW.1,6915.09
DILL6000,DUNI,340.34
DILL6000,E.1,530.1
DILL6000,E.1.1,13912.14
DILL6000,EXFA,502.41
DILL6000,FLO,34.75
DILL6000,FLST,407.28
DILL6000,GEN,380.98
DILL6000,GL7,579.36
DILL6000,HH.1,866.26
DILL6000,LBLW,65.45
DILL6000,LPL,1031.82
DILL6000,MEB,55.8
DILL6000,MILD,4823.61
DILL6000,PC,1688.17
DILL6000,PHD,150.3
DILL6000,PUSM,442.15
DILL6000,PUSU,262.98
DILL6000,RCS,8765.84
DILL6000,RSAW,199.64
DILL6000,SAW.1,132.53
DILL6000,SL.1,26509.58
DILL6000,SMOK,88.89
DILL6000,SPIT,116.37
DILL6000,SSL,3297.02
DILL6000,TM,680.76
DILL6000,TPB,441.42
DILL6000,TPG,1456.44
DILL6000,TRBC,38.79
DILL6000,TREQ,288.47
DILL6000,TRTI,780.6
DILL6000,TRWC,214.94
DILL6000,VCCL,233.82
DILL6000,VCWD,2626.17
DILL6000,VSPP,312.72
DILL6000,WLCS,816.67
DILL6000,WTRB,341.02
DONN3252,AOBR,32.12
DONN3252,ARW,16465.05
DONN3252,BH,6741.42
DONN3252,CFG,64.07
DONN3252,CHSW,52.49
DONN3252,CMPR,567.76
DONN3252,CSET,489.44
DONN3252,DSAW.1,257.13
DONN3252,DUNI,84.15
DONN3252,E.1.1,6323.12
DONN3252,FKT,206.8
DONN3252,GEN.1,4614.08
DONN3252,HH.1,632.28
DONN3252,KB,234.67
DONN3252,LT,1720.72
DONN3252,LVL,197.36
DONN3252,MSB,34046.15
DONN3252,PBS,3136.6
DONN3252,PHD,283.25
DONN3252,PLTT,109.64
DONN3252,PRK,760.7
DONN3252,PTB,87.5
DONN3252,PUSM,140.52
DONN3252,PUSU,159.76
DONN3252,RCS,480.42
DONN3252,RP,156.89
DONN3252,RSDD,792.13
DONN3252,RSSD,3303.37
DONN3252,RTP,1682.21
DONN3252,SCIR,98.28
DONN3252,SL.1,264.7
DONN3252,SOS,46.35
DONN3252,SSL,202.02
DONN3252,SSRT,1861.44
DONN3252,STGR,79.03
DONN3252,TLI,1000
DONN3252,TM,190.96
DONN3252,TPB,945.79
DONN3252,TREQ,126.64
DONN3252,TRFB,252.16
DONN3252,TRFU,178.18
DONN3252,VCWD,113.04
DONN3252,WHPR,195.44
DONN3252,WLDR,56.01
DOSA1018,BRDR,3455.72
DOSA1018,CFG,179.1
DOSA1018,CHEP,147.34
DOSA1018,CMPR,840.92
DOSA1018,CMWR,1001.45
DOSA1018,CPTD,2548.47
DOSA1018,CTM,140.04
DOSA1018,DSAW.1,589.7
DOSA1018,DUNI,259.14
DOSA1018,EA,33.02
DOSA1018,EXFA,368.52
DOSA1018,GEN,372.48
DOSA1018,GEN.1,70.24
DOSA1018,MCFA,248.08
DOSA1018,OXYS,194.58
DOSA1018,PC,58.97
DOSA1018,PLTT,420.61
DOSA1018,PULG,18300
DOSA1018,PUSU,1367.48
DOSA1018,RBB,710.53
DOSA1018,RCBC,529.88
DOSA1018,RCS,286.53
DOSA1018,SAW.1,158.62
DOSA1018,SL.1,271.3
DOSA1018,SPHE,265.28
DOSA1018,SWU,308
DOSA1018,TM,214.84
DOSA1018,VBFX,309.82
DOSA1018,VCCL,192.64
DOSA1018,VCWD,746.02
DOSA1018,VSPP,204.29
DOSA1018,WLCS,95.13
DOSA1018,WTRB,1408.35
duna6000,CMPR,9838.28
duna6000,DRMB,176.97
duna6000,DUNI,598.78
duna6000,GEN,115.56
duna6000,GL7,772.48
duna6000,KB,20919.78
duna6000,MILD,411.78
duna6000,PUSM,598.78
duna6000,PUSU,372.84
duna6000,SBL,8986.1
duna6000,SL.1,882.35
duna6000,TREQ,79.63
duna6000,VM ,4406.72
EART6003,ABL,1317.3
EART6003,AOBR,43.64
EART6003,CHSW,572.03
EART6003,CMPR,182.63
EART6003,CNKB,351.5
EART6003,EA,1004.76
EART6003,KB,25500.14
EART6003,PBS,532.5
EART6003,PC,2100.56
EART6003,PIPT,307.08
EART6003,PUSU,234.2
EART6003,RMTP,808.08
EART6003,RPSD,1086.9
EART6003,RSSD,570.5
EART6003,RTP,4108.01
EART6003,SBL,8372.3
EART6003,SL.1,5607.9
EART6003,TM,2906.61
EART6003,TPB,2245
EART6003,TPG,2414.43
EART6003,VCWD,1745.4
EART6003,VSPP,179.24
EART6003,WARM,17.75
EART6003,WSTE,1886.88
EART6005,BRDR,228.19
EART6005,DSAW.1,79.1
EART6005,DUNI,148.36
EART6005,E.1,21972.07
EART6005,E.1.1,5595.15
EART6005,EBS,263.2
EART6005,GRNB,14.73
EART6005,HH.1,193.13
EART6005,KB,1898.46
EART6005,MEB,27.9
EART6005,PC,74.67
EART6005,PUSM,968.34
EART6005,RPSD,12484.99
EART6005,RSAW,59.46
EART6005,RSDD,2457.15
EART6005,RSSD,15720.81
EART6005,SA,81.76
EART6005,SL.1,1883.02
EART6005,SSRT,1923.25
EART6005,TREQ,123.63
EAST6035,CHB,3516.72
EAST6035,DLV,1066.26
EAST6035,DRMB,393.66
EAST6035,GEN,335.28
EAST6035,GEN.1,577.83
EAST6035,OXYS,458.28
EAST6035,PC,61.66
EAST6035,PPSD,1288.96
EAST6035,PUSU,424.5
EAST6035,SBL,15014.4
EAST6035,SWMC,649.05
EAST6035,TIR,464.16
EAST6035,WDMA,15089.28
EAST6035,WEOV,206.72
EAST6035,WLDR,156.15
EAST6035,WRFE,1901.94
EESI6000,ABL,412.57
EESI6000,CMPR,110.65
EESI6000,CNR,216.6
EESI6000,E.1.1,2080
EESI6000,GEN.1,4160
EESI6000,PBS,3283.09
EESI6000,RPSD,6562.53
EESI6000,RSDD,588.21
EESI6000,RSSD,2820
EESI6000,SL.1,90
EESI6000,SSL,772.68
EESI6000,TBK,1079.99
EESI6000,TPB,45.99
EESI6000,WC,5473.5
EESI6000,WSTE,1178.38
EIGH3388,CFG,3836.9
EIGH3388,CMWR,336.96
EIGH3388,CPHP,151.92
EIGH3388,DUNI,393.84
EIGH3388,GEN,1530.65
EIGH3388,HYCY,130.9
EIGH3388,LT,1200
EIGH3388,PUSM,452.43
EIGH3388,VCCL,198.78
EIGH3388,VCWD,2272.17
EILB8000,BRDR,170.48
EILB8000,CFG,380.7
EILB8000,CHB,237.6
EILB8000,CPHP,1414.31
EILB8000,DRMB,383.64
EILB8000,FJC,586.52
EILB8000,GRDR,145.1
EILB8000,GRDS,145.1
EILB8000,HYCY,33.12
EILB8000,ILPG,523.6
EILB8000,KB,33668.36
EILB8000,LHC,778.24
EILB8000,PLTT,159.66
EILB8000,SBL,5789.92
EILB8000,SL.1,24965.48
EILB8000,TM,6193.71
EILB8000,TRBC,47.51
EILB8000,TW,110.25
EILB8000,WDMA,1908.49
ELGL6000,BRSC,96.62
ELGL6000,CFG,242.61
ELGL6000,DG7,316.85
ELGL6000,E.1,11719.89
ELGL6000,E.1.1,5585.49
ELGL6000,PUSU,602.04
ELGL6000,RPSD,15185.52
ELGL6000,RSDD,4969.82
ELGL6000,RSSD,25992
ELGL6000,TRBC,45.3
ELGL6000,TRTI,9505.28
ELLT4324,DSAW.1,108.6
ELLT4324,DUNI,67.88
ELLT4324,FTRA,7550.72
ELLT4324,KB,3200
ELLT4324,LT,19500
ELLT4324,PUSM,58.55
ELLT4324,PUSU,223.02
ELLT4324,SSAD,850.95
ELLT4324,SSL,5430.4
ELLT4324,SST.1,829.08
EMER9617,AOBR,4801.06
EMER9617,AOCH,684.75
EMER9617,BRDR,1833.5
EMER9617,CHSW,2575.16
EMER9617,CMPR,22754.98
EMER9617,CMPR.1.1,164.58
EMER9617,CMXR,187.76
EMER9617,CNBF,10.56
EMER9617,CNKB,461.61
EMER9617,CNR,252.12
EMER9617,CSK,1582.08
EMER9617,DG7,2510.34
EMER9617,DSAW.1,2543.83
EMER9617,DUNI,1512.56
EMER9617,EA,298.42
EMER9617,EXFA,338.81
EMER9617,GDK,453.1
EMER9617,GEN,5104.61
EMER9617,GEN.1,2692.42
EMER9617,GRAG,41.14
EMER9617,LPL,48.2
EMER9617,LT,942.4
EMER9617,MCFA,26.08
EMER9617,P&C,424.2
EMER9617,PC,3629.81
EMER9617,PRK,67.48
EMER9617,PTB,625.37
EMER9617,PUSL,2398.08
EMER9617,PUSM,1006.64
EMER9617,PUSU,2419.47
EMER9617,QUE.1,317.31
EMER9617,RCS,5593.41
EMER9617,RDSY,250.68
EMER9617,RPSD,1757.68
EMER9617,RSDD,169.04
EMER9617,TPB,1576.75
EMER9617,TPG,221.92
EMER9617,VBFX,2615.31
EMER9617,VSPP,49.06
EMER9617,WDMA,50.78
EMER9617,WTRB,139.68
EMER9617,YDS,196.92
ENDE6000,AOBR,370
ENDE6000,BRDR,1511.63
ENDE6000,CPHP,301.64
ENDE6000,DRMB,632.36
ENDE6000,GPC,1928.92
ENDE6000,HTP,3577.5
ENDE6000,HTQ,186
ENDE6000,KB,32446.43
ENDE6000,PUSM,893.34
ENDE6000,SBL,3152.88
ENDE6000,SL.1,9407.36
ENDE6000,TPB,10500
ENDE6000,TQA,7950
ENDE6000,TQC,2981.4
ENDE6000,WC,7023.87
ENER6999,AOBR,210.9
ENER6999,BRDR,321.09
ENER6999,CMPR,493.83
ENER6999,DSAW.1,88.08
ENER6999,DUNI,56.85
ENER6999,FKT,3626.11
ENER6999,GEN.1,720
ENER6999,KB,30423.76
ENER6999,LT,150
ENER6999,PC,76.77
ENER6999,PLTT,230.3
ENER6999,PUSM,58.55
ENER6999,RCS,109.39
ENER6999,SBL,705.94
ENER6999,TM,231.75
ENER6999,TRTI,3254.96
ENER6999,VBFX,54.95
EPTE9177,ABL,2184.86
EPTE9177,AOBR,265.75
EPTE9177,AOCH,792.3
EPTE9177,CMPR,16521.82
EPTE9177,CNR,1460.87
EPTE9177,CPW,784.39
EPTE9177,DRIL,93.36
EPTE9177,DUNI,453.03
EPTE9177,E.1.1,1133.34
EPTE9177,EXFA,747.32
EPTE9177,GAA,53.36
EPTE9177,GEN.1,2111.7
EPTE9177,KB,1709.36
EPTE9177,LT,306.36
EPTE9177,PUSM,363.14
EPTE9177,PUSU,89.76
EPTE9177,RSAW,230.92
EPTE9177,SAW.1,385.35
EPTE9177,SBL,23892.61
EPTE9177,SCBR,961.22
EPTE9177,SL.1,8764.79
EPTE9177,SSRG,876.96
EPTE9177,TPB,1808.95
EPTE9177,TPG,32.76
EPTE9177,TRWC,607.5
EPTE9177,VBFX,367.95
EPTE9177,WSTE,1559
EPTE9177,WTRB,16968.34
ERIN6004,E.1.1,300
ERIN6004,KB,13477.51
ERIN6004,MILD,558.38
ERIN6004,PHD,80.1
ERIN6004,SBL,29655.52
ERIN6004,SL.1,79079.44
ERIN6004,TRBC,64.4
ERIN6004,TREQ,41.21
ERIN6004,TW,100
Euro6002,ABL,4710.32
Euro6002,BRDR,16806.39
Euro6002,CDS,1135.24
Euro6002,CHSW,1127.11
Euro6002,CMPR,6120.28
Euro6002,CNCS,121.2
Euro6002,CNKB,283.65
Euro6002,CPTD,2328.34
Euro6002,CSK,9341.8
Euro6002,CTM,565.7
Euro6002,DRLH,267.3
Euro6002,DSAW.1,2986.98
Euro6002,DUNI,113.7
Euro6002,EMV,20972.8
Euro6002,EXFA,4072.32
Euro6002,GRAG,773.36
Euro6002,MILD,291.72
Euro6002,OXYS,65.45
Euro6002,PC,318.38
Euro6002,PTB,682.5
Euro6002,PUSM,1488.64
Euro6002,PUSU,17133.51
Euro6002,RCS,185.86
Euro6002,SDCV,244.04
Euro6002,SNDB,135.75
Euro6002,SRCP,888.8
Euro6002,SSRG,296
Euro6002,TPB,1103.55
Euro6002,VBFX,108.28
Euro6002,VCWD,148.68
Euro6002,WLCS,3752.61
Euro6002,WTRB,775.76
EVOL0476,AOBR,225.58
EVOL0476,ARW,7668
EVOL0476,CMPR,51960.96
EVOL0476,DSAW.1,223.08
EVOL0476,E.1.1,609
EVOL0476,EXFA,668.52
EVOL0476,FLO,206.08
EVOL0476,GEN,7692.3
EVOL0476,LT,3050.2
EVOL0476,MSB,22060
EVOL0476,PFFT,1601.95
EVOL0476,TLI,5004
EVOL0476,TRWC,448.53
EVOL0476,VSPP,200.02
EVOL0476,WDMA,240.16
EVOL0476,WTRB,183.04
EXCE2697,BRDR,3329.55
EXCE2697,CFG,159.71
EXCE2697,CMPR,1511.62
EXCE2697,DSAW.1,1244.36
EXCE2697,EXFA,1579.52
EXCE2697,FKT,887.1
EXCE2697,IWR,101.14
EXCE2697,KB,1619.28
EXCE2697,SBL,280
EXCE2697,SL.1,16152.39
EXCE2697,SSC,1086.12
EXCE2697,TEL,1244.16
EXCE2697,TPB,309.08
EXCE2697,TW,5172.22
EXCE2697,VCWD,400.09
EXCE2697,VMH,1955.98
EXCE2697,WTRB,560.28
EXCE9501,ABO,100.88
EXCE9501,AIRC,931.7
EXCE9501,BCAR,17.75
EXCE9501,BRDR,2034.18
EXCE9501,CDS,163.12
EXCE9501,CFG,137.5
EXCE9501,CFSM,943.04
EXCE9501,CHSW,117.15
EXCE9501,CMPR,269.94
EXCE9501,CMPR.1.1,551.59
EXCE9501,CMXR,118.62
EXCE9501,CNR,1224.17
EXCE9501,DG7,306.54
EXCE9501,DSAW.1,2980.5
EXCE9501,DUNI,1421.4
EXCE9501,E.1.1,304.37
EXCE9501,FAR,1100.04
EXCE9501,GEN,2290.16
EXCE9501,GEN.1,1196.4
EXCE9501,GRAG,98.88
EXCE9501,KB,934.41
EXCE9501,LBLW,41.82
EXCE9501,LPL,164.8
EXCE9501,MILD,331.5
EXCE9501,MLPD,32.52
EXCE9501,OVEN,59.29
EXCE9501,PBS,8262.86
EXCE9501,PC,2286.22
EXCE9501,PFFT,480
EXCE9501,PHD,326.03
EXCE9501,PUSM,1964.76
EXCE9501,PUSU,665.7
EXCE9501,RCS,2125.49
EXCE9501,RFG,118.58
EXCE9501,RPSD,2800.38
EXCE9501,RSAW,350.63
EXCE9501,RSDD,1459.32
EXCE9501,RSSD,4893.39
EXCE9501,RTRT,833.94
EXCE9501,SDRD,20.09
EXCE9501,SPHE,491.82
EXCE9501,SSL,2829.13
EXCE9501,TPB,823.5
EXCE9501,TRBC,724.3
EXCE9501,TRFU,62.27
EXCE9501,TRTI,958.76
EXCE9501,TRWC,87.55
EXCE9501,VBFX,19.93
FAIR6009,BRSC,57.01
FAIR6009,CHB,55.8
FAIR6009,CNR,2520.6
FAIR6009,DSAW.1,18.95
FAIR6009,EA,71.61
FAIR6009,GEN,86.31
FAIR6009,KB,680.01
FAIR6009,LT,144.65
FAIR6009,PLTT,2948.28
FAIR6009,SA,1262.99
FAIR6009,SL.1,79473.43
FAIR6009,SSC,704.67
FAIR6009,TREQ,282.65
FAIR6009,TW,15599.43
FAIR6009,VMH,19871.04
FARR6080,ABL,1616
FARR6080,CCY,75
FARR6080,CMPR,3865.82
FARR6080,CPHP,924.5
FARR6080,FJC,444.46
FARR6080,GEN,510
FARR6080,GEN.1,642.36
FARR6080,GPC,187.44
FARR6080,HCP,75.28
FARR6080,HCPE,68.69
FARR6080,HTP,3407.62
FARR6080,HTQ,6.79
FARR6080,HYCY,126.06
FARR6080,HYFS,48.48
FARR6080,KB,3952.5
FARR6080,LT,20046.08
FARR6080,PBS,466.2
FARR6080,SBB,5.33
FARR6080,SBL,5427.21
FARR6080,SCBR,717.57
FARR6080,SCRM,2044.44
FARR6080,TPB,79.73
FARR6080,TQW,5111.16
FARR6080,WDMA,10932.26
FARR6080,WSTE,952
FARR6080,WTRT,1420.7
fkpc7719,ABL,6071
fkpc7719,AOBR,178.6
fkpc7719,BRDR,6010.16
fkpc7719,CHS,633.6
fkpc7719,CHSW,68.24
fkpc7719,CMLN,635.04
fkpc7719,CMPR,1996.82
fkpc7719,CMWR,2461.89
fkpc7719,CMXR,122.32
fkpc7719,CNBF,17.06
fkpc7719,CNR,323.4
fkpc7719,COOL,3693.9
fkpc7719,CPTD,132.55
fkpc7719,DRLC,25.2
fkpc7719,DSAW.1,301.15
fkpc7719,DUNI,1384.4
fkpc7719,E.1.1,217.31
fkpc7719,EA,332.83
fkpc7719,EXFA,1386.94
fkpc7719,FLO,746.24
fkpc7719,GDK,1623.45
fkpc7719,GEN,934.01
fkpc7719,GEN.1,586.47
fkpc7719,IRFA,184.5
fkpc7719,LBLW,118.68
fkpc7719,LNYD,251.42
fkpc7719,LT,336
fkpc7719,OVEN,632.61
fkpc7719,OXYS,2228.94
fkpc7719,PAH,1096.32
fkpc7719,PBS,4977.5
fkpc7719,PC,52.85
fkpc7719,PLNR,171.52
fkpc7719,PLTT,63.86
fkpc7719,PTB,7511
fkpc7719,PUSL,300
fkpc7719,PUSM,429.29
fkpc7719,PUSU,2673.59
fkpc7719,RBB,1198.92
fkpc7719,RBE,1720
fkpc7719,RCBC,936.72
fkpc7719,RCS,911.89
fkpc7719,RFG,345.06
fkpc7719,RPSD,10760.6
fkpc7719,RSDD,1555.36
fkpc7719,RSSD,1099.62
fkpc7719,SFTY,341
fkpc7719,SPHE,1048.61
fkpc7719,SSC,3553.74
fkpc7719,SSL,1328.05
fkpc7719,SSRT,1600
fkpc7719,THEO,2083.95
fkpc7719,TPB,763.5
fkpc7719,TRSC,41.1
fkpc7719,VBFX,993.73
fkpc7719,VCCL,925.67
fkpc7719,VCWD,3795.26
fkpc7719,WARM,234.93
fkpc7719,WBHD,56.92
fkpc7719,WDMA,80.05
fkpc7719,WLCS,95.13
fkpc7719,WLDR,596.25
fkpc7719,WTRB,10586.94
FLAK8500,ABL,2020
FLAK8500,ABO,40
FLAK8500,AIRC,405
FLAK8500,BRDR,67.88
FLAK8500,DRMB,176.97
FLAK8500,GEN.1,29962.13
FLAK8500,HTP,539.8
FLAK8500,HTQ,40
FLAK8500,KB,23384.22
FLAK8500,OVEN,141.25
FLAK8500,PBS,2827.5
FLAK8500,RFG,101.25
FLAK8500,SBL,6428.8
FLAK8500,TQW,1454.56
FLAK8500,WSTE,2525
FLAK8500,WTRT,6052.99
FLEX2525,AOBR,93.74
FLEX2525,BRDR,1998.32
FLEX2525,CDS,352.33
FLEX2525,CFG,112.32
FLEX2525,CHEP,235.96
FLEX2525,CMPR,657.55
FLEX2525,CNR,730.94
FLEX2525,DSAW.1,3342.55
FLEX2525,DUNI,260.05
FLEX2525,EA,64.65
FLEX2525,FKT,158.38
FLEX2525,GEN,3627.18
FLEX2525,GEN.1,382.23
FLEX2525,KB,1836
FLEX2525,LSSL,565.65
FLEX2525,MPT,20
FLEX2525,NGA,200.4
FLEX2525,PC,5098.49
FLEX2525,PFFT,320
FLEX2525,PLTT,229.48
FLEX2525,PUSM,271.9
FLEX2525,RCS,1718.86
FLEX2525,RPSD,690.1
FLEX2525,RSDD,20904.92
FLEX2525,RSSD,4147
FLEX2525,SCBR,394.36
FLEX2525,SL.1,8939.72
FLEX2525,SPHE,555.15
FLEX2525,SSC,1948.98
FLEX2525,SSE,200.34
FLEX2525,SSL,1325.28
FLEX2525,SSS,358.8
FLEX2525,TEL,1050
FLEX2525,TM,260.48
FLEX2525,TPB,1436.3
FLEX2525,TRTI,161.61
FLEX2525,TW,188.28
FLEX2525,VCWD,3848.44
FLEX2525,VMH,383.84
FLEX2525,VSPP,104.24
FLEX2525,WBHD,21.01
FLEX2525,WBRS,113.12
FLEX2525,WDMA,1379.54
FLEX2525,WTRB,1857.54
FLUO2989,ABL,8029.23
FLUO2989,BH,436
FLUO2989,CHS,413.76
FLUO2989,E.1,41516.63
FLUO2989,E.1.1,680
FLUO2989,EH,365.65
FLUO2989,GEN.1,6025.41
FLUO2989,KB,1144.62
FLUO2989,LT,6694.64
FLUO2989,PBS,432.18
FLUO2989,RSSD,15002.52
FLUO2989,SBL,1464.35
FLUO2989,TM,1558.32
FLUO2989,TPB,5040.9
FLUO2989,WDMA,4048.98
FLUO2989,WHPR,84
FLUO2989,WLDR,15.45
FLUO2989,WSTE,6523.89
FLUR8938,AOBR,31.18
FLUR8938,BRDR,732.98
FLUR8938,CMXR,33.36
FLUR8938,DLV,72.73
FLUR8938,DRLH,19.36
FLUR8938,DSAW.1,1081.35
FLUR8938,DUNI,377.19
FLUR8938,E.1.1,6868.5
FLUR8938,GEN,81.24
FLUR8938,KB,2191.23
FLUR8938,LMRK,161.16
FLUR8938,LPL,72.82
FLUR8938,MILD,4954.1
FLUR8938,PC,140.93
FLUR8938,PHD,447.89
FLUR8938,PUSM,175.65
FLUR8938,RCS,236.79
FLUR8938,RSAW,9462.29
FLUR8938,RSDD,22799.5
FLUR8938,RSSD,2357.95
FLUR8938,SL.1,1363.6
FLUR8938,TM,3185.17
FLUR8938,TRBC,98.74
FLUR8938,TREQ,158.25
FLUR8938,TRFU,32.04
